# s_ref,X_ref,Y_ref,phi_ref,kappa_ref,right_width,left_width
767.655633,-61.241907,-1.495833,-1.361217,-0.070348,1.750001,1.750001
767.755626,-61.221474,-1.593591,-1.368302,-0.071536,1.750001,1.750001
767.855619,-61.201739,-1.691499,-1.375506,-0.072720,1.750001,1.750001
767.955611,-61.182714,-1.789556,-1.382829,-0.073897,1.750001,1.750001
768.055604,-61.164411,-1.887762,-1.390269,-0.075069,1.750001,1.750001
768.155597,-61.146842,-1.986119,-1.397828,-0.076233,1.750001,1.750001
768.255590,-61.130020,-2.084625,-1.405504,-0.077389,1.750001,1.750001
768.355582,-61.113957,-2.183282,-1.413297,-0.078536,1.750001,1.750001
768.455575,-61.098664,-2.282088,-1.421206,-0.079672,1.750001,1.750001
768.555568,-61.084155,-2.381045,-1.429231,-0.080796,1.750001,1.750001
768.655560,-61.070441,-2.480152,-1.437370,-0.081908,1.750001,1.750001
768.755553,-61.057534,-2.579409,-1.445624,-0.083006,1.750001,1.750001
768.855546,-61.045447,-2.678817,-1.453990,-0.084089,1.750001,1.750001
768.955539,-61.034191,-2.778376,-1.462469,-0.085155,1.750001,1.750001
769.055531,-61.023780,-2.878085,-1.471059,-0.086204,1.750001,1.750001
769.155524,-61.014224,-2.977945,-1.479758,-0.087234,1.750001,1.750001
769.255517,-61.005537,-3.077956,-1.488566,-0.088243,1.750001,1.750001
769.355509,-60.997731,-3.178119,-1.497482,-0.089231,1.750001,1.750001
769.455502,-60.990845,-3.277993,-1.506455,-0.090010,1.750001,1.750000
769.555495,-60.984861,-3.377905,-1.515503,-0.090780,1.750001,1.750000
769.655488,-60.979782,-3.477936,-1.524635,-0.091587,1.750001,1.750000
769.755480,-60.975618,-3.578070,-1.533856,-0.092432,1.750001,1.750000
769.855473,-60.972381,-3.678288,-1.543168,-0.093314,1.750001,1.750000
769.955466,-60.970080,-3.778576,-1.552575,-0.094233,1.750001,1.750000
770.055458,-60.968728,-3.878916,-1.562079,-0.095189,1.750001,1.750000
770.155451,-60.968334,-3.979290,-1.571683,-0.096182,1.750001,1.750000
770.255444,-60.968910,-4.079683,-1.581390,-0.097211,1.750001,1.750000
770.355437,-60.970465,-4.180078,-1.591204,-0.098276,1.750001,1.750000
770.455429,-60.973011,-4.280457,-1.601127,-0.099377,1.750001,1.750000
770.555422,-60.976559,-4.380805,-1.611163,-0.100514,1.750001,1.750000
770.655415,-60.981119,-4.481103,-1.621313,-0.101685,1.750001,1.750000
770.755407,-60.986702,-4.581336,-1.631581,-0.102892,1.750001,1.750000
770.855400,-60.993318,-4.681487,-1.641971,-0.104133,1.750001,1.750000
770.955393,-61.000979,-4.781538,-1.652483,-0.105408,1.750001,1.750000
771.055386,-61.009695,-4.881474,-1.663123,-0.106715,1.750001,1.750000
771.155378,-61.019477,-4.981277,-1.673891,-0.108056,1.750001,1.750000
771.255371,-61.030335,-5.080930,-1.684792,-0.109427,1.750001,1.750000
771.355364,-61.042281,-5.180417,-1.695826,-0.110830,1.750001,1.750000
771.455356,-61.055324,-5.279720,-1.706998,-0.112263,1.750001,1.750000
771.555349,-61.069477,-5.378824,-1.718310,-0.113724,1.750001,1.750000
771.655342,-61.084749,-5.477711,-1.729763,-0.115214,1.750001,1.750000
771.755335,-61.101151,-5.576365,-1.741361,-0.116729,1.750001,1.750000
771.855327,-61.118694,-5.674768,-1.753106,-0.118270,1.750001,1.750000
771.955320,-61.137389,-5.772904,-1.764999,-0.119834,1.750001,1.750000
772.055313,-61.157246,-5.870756,-1.777043,-0.121420,1.750001,1.750000
772.155305,-61.178277,-5.968308,-1.789240,-0.123026,1.750001,1.750000
772.255298,-61.200491,-6.065542,-1.801592,-0.124650,1.750001,1.750000
772.355291,-61.223900,-6.162442,-1.814099,-0.126290,1.750001,1.750000
772.455284,-61.248514,-6.258991,-1.826765,-0.127943,1.750001,1.750000
772.555276,-61.274344,-6.355172,-1.839589,-0.129607,1.750001,1.750000
772.655269,-61.301401,-6.450969,-1.852574,-0.131280,1.750001,1.750000
772.755262,-61.329695,-6.546364,-1.865721,-0.132958,1.750001,1.750000
772.855254,-61.359238,-6.641341,-1.879029,-0.134639,1.750001,1.750000
772.955247,-61.390040,-6.735882,-1.892500,-0.136319,1.750001,1.750000
773.055240,-61.422111,-6.829973,-1.906134,-0.137995,1.750001,1.750000
773.155233,-61.455463,-6.923594,-1.919932,-0.139663,1.750001,1.750000
773.255225,-61.490106,-7.016730,-1.933893,-0.141320,1.750001,1.750000
773.355218,-61.526050,-7.109364,-1.948017,-0.142961,1.750001,1.750000
773.455211,-61.563308,-7.201492,-1.962166,-0.141540,1.750000,1.750000
773.555203,-61.601863,-7.293096,-1.976148,-0.139832,1.750000,1.750000
773.655196,-61.641693,-7.384170,-1.989963,-0.138112,1.750000,1.750000
773.755189,-61.682779,-7.474709,-2.003609,-0.136386,1.750000,1.750000
773.855182,-61.725101,-7.564709,-2.017087,-0.134656,1.750000,1.750000
773.955174,-61.768640,-7.654165,-2.030398,-0.132927,1.750000,1.750000
774.055167,-61.813376,-7.743071,-2.043542,-0.131201,1.750000,1.750000
774.155160,-61.859289,-7.831424,-2.056520,-0.129482,1.750000,1.750000
774.255152,-61.906360,-7.919218,-2.069334,-0.127773,1.750000,1.750000
774.355145,-61.954567,-8.006448,-2.081984,-0.126076,1.750000,1.750000
774.455138,-62.003893,-8.093109,-2.094471,-0.124394,1.750000,1.750000
774.555131,-62.054316,-8.179197,-2.106799,-0.122729,1.750000,1.750000
774.655123,-62.105818,-8.264707,-2.118967,-0.121083,1.750000,1.750000
774.755116,-62.158378,-8.349634,-2.130979,-0.119458,1.750000,1.750000
774.855109,-62.211976,-8.433973,-2.142837,-0.117857,1.750000,1.750000
774.955101,-62.266594,-8.517719,-2.154541,-0.116280,1.750000,1.750000
775.055094,-62.322210,-8.600867,-2.166095,-0.114729,1.750000,1.750000
775.155087,-62.378806,-8.683413,-2.177502,-0.113207,1.750000,1.750000
775.255080,-62.436361,-8.765351,-2.188762,-0.111713,1.750000,1.750000
775.355072,-62.494857,-8.846678,-2.199880,-0.110249,1.750000,1.750000
775.455065,-62.554272,-8.927387,-2.210857,-0.108816,1.750000,1.750000
775.555058,-62.614587,-9.007475,-2.221697,-0.107415,1.750000,1.750000
775.655050,-62.675782,-9.086936,-2.232401,-0.106048,1.750000,1.750000
775.755043,-62.737839,-9.165765,-2.242973,-0.104713,1.750000,1.750000
775.855036,-62.800736,-9.243958,-2.253415,-0.103413,1.750000,1.750000
775.955029,-62.864454,-9.321509,-2.263731,-0.102148,1.750000,1.750000
776.055021,-62.928973,-9.398415,-2.273924,-0.100918,1.750000,1.750000
776.155014,-62.994274,-9.474669,-2.283995,-0.099724,1.750000,1.750000
776.255007,-63.060337,-9.550268,-2.293948,-0.098565,1.750000,1.750000
776.354999,-63.127142,-9.625206,-2.303787,-0.097444,1.750000,1.750000
776.454992,-63.194669,-9.699479,-2.313514,-0.096359,1.750000,1.750000
776.554985,-63.262899,-9.773081,-2.323132,-0.095311,1.750000,1.750000
776.654978,-63.331811,-9.846008,-2.332644,-0.094300,1.750000,1.750000
776.754970,-63.401386,-9.918255,-2.342053,-0.093327,1.750000,1.750000
776.854963,-63.471604,-9.989817,-2.351363,-0.092391,1.750000,1.750000
776.954956,-63.542445,-10.060689,-2.360576,-0.091494,1.750000,1.750000
777.054948,-63.613890,-10.130867,-2.369695,-0.090634,1.750000,1.750000
777.154941,-63.685919,-10.200345,-2.378724,-0.089812,1.750000,1.750000
777.254934,-63.758512,-10.269119,-2.387666,-0.089029,1.750000,1.750000
777.354927,-63.831697,-10.337228,-2.396528,-0.088063,1.750000,1.750000
777.454919,-63.905937,-10.405110,-2.405216,-0.084658,1.750000,1.750000
777.554912,-63.980687,-10.472300,-2.413552,-0.081208,1.750000,1.750000
777.654905,-64.055925,-10.538826,-2.421533,-0.077719,1.750000,1.750000
777.754897,-64.131629,-10.604718,-2.429156,-0.074195,1.750000,1.750000
777.854890,-64.207776,-10.670006,-2.436420,-0.070641,1.750000,1.750000
777.954883,-64.284343,-10.734720,-2.443323,-0.067061,1.750000,1.750000
778.054876,-64.361308,-10.798888,-2.449863,-0.063460,1.750000,1.750000
778.154868,-64.438650,-10.862540,-2.456038,-0.059839,1.750000,1.750000
778.254861,-64.516345,-10.925706,-2.461848,-0.056202,1.750000,1.750000
778.354854,-64.594371,-10.988416,-2.467291,-0.052552,1.750000,1.750000
778.454846,-64.672706,-11.050698,-2.472367,-0.048891,1.750000,1.750000
778.554839,-64.751327,-11.112583,-2.477076,-0.045220,1.750000,1.750000
778.654832,-64.830213,-11.174100,-2.481415,-0.041543,1.750000,1.750000
778.754825,-64.909340,-11.235278,-2.485386,-0.037859,1.750000,1.750000
778.854817,-64.988687,-11.296147,-2.488988,-0.034171,1.750000,1.750000
778.954810,-65.068230,-11.356737,-2.492220,-0.030479,1.750000,1.750000
779.054803,-65.147948,-11.417077,-2.495083,-0.026783,1.750000,1.750000
779.154795,-65.227818,-11.477196,-2.497575,-0.023085,1.750000,1.750000
779.254788,-65.307819,-11.537124,-2.499698,-0.019385,1.750000,1.750000
779.354781,-65.387926,-11.596891,-2.501450,-0.015682,1.750000,1.750000
779.454774,-65.468119,-11.656526,-2.502833,-0.011978,1.750000,1.750000
779.554766,-65.548375,-11.716058,-2.503844,-0.008272,1.750000,1.750000
779.654759,-65.628671,-11.775517,-2.504486,-0.004564,1.750000,1.750000
779.754752,-65.708985,-11.834934,-2.504756,-0.000854,1.750000,1.750000
779.854744,-65.789294,-11.894336,-2.504656,0.002858,1.750000,1.750000
779.954737,-65.869577,-11.953754,-2.504186,0.006572,1.750000,1.750000
780.054730,-65.949811,-12.013217,-2.503344,0.010289,1.750000,1.750000
780.154723,-66.029973,-12.072755,-2.502131,0.014008,1.750000,1.750000
780.254715,-66.110041,-12.132397,-2.500546,0.017730,1.750000,1.750000
780.354708,-66.189993,-12.192173,-2.498590,0.021455,1.750000,1.750000
780.454701,-66.269807,-12.252113,-2.496263,0.025181,1.750000,1.750000
780.554693,-66.349460,-12.312245,-2.493564,0.028910,1.750000,1.750000
780.654686,-66.428929,-12.372599,-2.490493,0.032640,1.750000,1.750000
780.754679,-66.508192,-12.433206,-2.487050,0.036371,1.750000,1.750000
780.854672,-66.587228,-12.494093,-2.483235,0.040102,1.750000,1.750000
780.954664,-66.666013,-12.555292,-2.479048,0.043832,1.750000,1.750000
781.054657,-66.744525,-12.616831,-2.474490,0.047560,1.750000,1.750000
781.154650,-66.822743,-12.678740,-2.469560,0.051284,1.750000,1.750000
781.254642,-66.900642,-12.741048,-2.464258,0.055001,1.750000,1.750000
781.354635,-66.978200,-12.803784,-2.458587,0.058529,1.750000,1.750000
781.454628,-67.055350,-12.866929,-2.452798,0.057603,1.750000,1.750000
781.554621,-67.132143,-12.930524,-2.447101,0.056675,1.750000,1.750000
781.654613,-67.208586,-12.994558,-2.441496,0.055746,1.750000,1.750000
781.754606,-67.284681,-13.059025,-2.435982,0.054817,1.750000,1.750000
781.854599,-67.360433,-13.123917,-2.430561,0.053886,1.750000,1.750000
781.954591,-67.435848,-13.189225,-2.425231,0.052956,1.750000,1.750000
782.054584,-67.510929,-13.254942,-2.419994,0.052025,1.750000,1.750000
782.154577,-67.585681,-13.321059,-2.414848,0.051095,1.750000,1.750000
782.254570,-67.660109,-13.387570,-2.409795,0.050166,1.750000,1.750000
782.354562,-67.734217,-13.454465,-2.404833,0.049238,1.750000,1.750000
782.454555,-67.808010,-13.521736,-2.399962,0.048311,1.750000,1.750000
782.554548,-67.881492,-13.589377,-2.395183,0.047386,1.750000,1.750000
782.654540,-67.954668,-13.657378,-2.390496,0.046462,1.750000,1.750000
782.754533,-68.027542,-13.725732,-2.385900,0.045540,1.750000,1.750000
782.854526,-68.100120,-13.794431,-2.381395,0.044620,1.750000,1.750000
782.954519,-68.172405,-13.863467,-2.376981,0.043703,1.750000,1.750000
783.054511,-68.244402,-13.932832,-2.372657,0.042787,1.750000,1.750000
783.154504,-68.316115,-14.002518,-2.368424,0.041874,1.750000,1.750000
783.254497,-68.387550,-14.072518,-2.364282,0.040964,1.750000,1.750000
783.354489,-68.458711,-14.142822,-2.360230,0.040056,1.750000,1.750000
783.454482,-68.529601,-14.213423,-2.356267,0.039151,1.750000,1.750000
783.554475,-68.600227,-14.284313,-2.352395,0.038248,1.750000,1.750000
783.654468,-68.670592,-14.355485,-2.348612,0.037349,1.750000,1.750000
783.754460,-68.740701,-14.426930,-2.344918,0.036452,1.750000,1.750000
783.854453,-68.810559,-14.498640,-2.341314,0.035558,1.750000,1.750000
783.954446,-68.880169,-14.570607,-2.337798,0.034667,1.750000,1.750000
784.054438,-68.949537,-14.642824,-2.334371,0.033778,1.750000,1.750000
784.154431,-69.018667,-14.715282,-2.331033,0.032893,1.750000,1.750000
784.254424,-69.087564,-14.787974,-2.327783,0.032010,1.750000,1.750000
784.354417,-69.156232,-14.860890,-2.324621,0.031130,1.750000,1.750000
784.454409,-69.224676,-14.934025,-2.321547,0.030252,1.750000,1.750000
784.554402,-69.292900,-15.007369,-2.318560,0.029377,1.750000,1.750000
784.654395,-69.360909,-15.080914,-2.315661,0.028505,1.750000,1.750000
784.754387,-69.428708,-15.154653,-2.312849,0.027635,1.750000,1.750000
784.854380,-69.496300,-15.228578,-2.310125,0.026767,1.750000,1.750000
784.954373,-69.563691,-15.302680,-2.307487,0.025902,1.750000,1.750000
785.054366,-69.630885,-15.376952,-2.304936,0.025039,1.750000,1.750000
785.154358,-69.697887,-15.451386,-2.302471,0.024178,1.750000,1.750000
785.254351,-69.764701,-15.525973,-2.300093,0.023318,1.750000,1.750000
785.354344,-69.831331,-15.600706,-2.297801,0.022461,1.750000,1.750000
785.454336,-69.897810,-15.675610,-2.295533,0.022871,1.750000,1.750000
785.554329,-69.964107,-15.750656,-2.293221,0.023316,1.750000,1.750000
785.654322,-70.030219,-15.825844,-2.290864,0.023760,1.750000,1.750000
785.754315,-70.096142,-15.901178,-2.288463,0.024205,1.750000,1.750000
785.854307,-70.161873,-15.976661,-2.286018,0.024650,1.750000,1.750000
785.954300,-70.227407,-16.052295,-2.283529,0.025095,1.750000,1.750000
786.054293,-70.292743,-16.128082,-2.280996,0.025541,1.750000,1.750000
786.154285,-70.357875,-16.204026,-2.278418,0.025986,1.750000,1.750000
786.254278,-70.422802,-16.280129,-2.275796,0.026431,1.750000,1.750000
786.354271,-70.487519,-16.356394,-2.273130,0.026876,1.750000,1.750000
786.454264,-70.552023,-16.432823,-2.270420,0.027321,1.750000,1.750000
786.554256,-70.616310,-16.509419,-2.267666,0.027766,1.750000,1.750000
786.654249,-70.680378,-16.586185,-2.264867,0.028210,1.750000,1.750000
786.754242,-70.744222,-16.663124,-2.262025,0.028655,1.750000,1.750000
786.854234,-70.807840,-16.740238,-2.259138,0.029099,1.750000,1.750000
786.954227,-70.871227,-16.817530,-2.256207,0.029542,1.750000,1.750000
787.054220,-70.934381,-16.895002,-2.253232,0.029985,1.750000,1.750000
787.154213,-70.997297,-16.972658,-2.250213,0.030428,1.750000,1.750000
787.254205,-71.059974,-17.050500,-2.247150,0.030869,1.750000,1.750000
787.354198,-71.122406,-17.128530,-2.244043,0.031311,1.750000,1.750000
787.454191,-71.184591,-17.206752,-2.240892,0.031751,1.750000,1.750000
787.554183,-71.246525,-17.285167,-2.237698,0.032191,1.750000,1.750000
787.654176,-71.308205,-17.363779,-2.234459,0.032629,1.750000,1.750000
787.754169,-71.369627,-17.442591,-2.231177,0.033067,1.750000,1.750000
787.854162,-71.430788,-17.521605,-2.227851,0.033504,1.750000,1.750000
787.954154,-71.491685,-17.600823,-2.224482,0.033939,1.750000,1.750000
788.054147,-71.552314,-17.680249,-2.221069,0.034373,1.750000,1.750000
788.154140,-71.612671,-17.759884,-2.217613,0.034806,1.750000,1.750000
788.254132,-71.672753,-17.839733,-2.214113,0.035237,1.750000,1.750000
788.354125,-71.732557,-17.919797,-2.210570,0.035667,1.750000,1.750000
788.454118,-71.792080,-18.000079,-2.206984,0.036095,1.750000,1.750000
788.554110,-71.851317,-18.080582,-2.203355,0.036521,1.750000,1.750000
788.654103,-71.910266,-18.161308,-2.199683,0.036946,1.750000,1.750000
788.754096,-71.968922,-18.242261,-2.195969,0.037368,1.750000,1.750000
788.854089,-72.027284,-18.323443,-2.192211,0.037789,1.750000,1.750000
788.954081,-72.085346,-18.404856,-2.188412,0.038207,1.750000,1.750000
789.054074,-72.143106,-18.486503,-2.184570,0.038623,1.750000,1.750000
789.154067,-72.200560,-18.568387,-2.180686,0.039037,1.750000,1.750000
789.254059,-72.257705,-18.650511,-2.176759,0.039448,1.750000,1.750000
789.354052,-72.314538,-18.732877,-2.172791,0.039856,1.750000,1.750000
789.454045,-72.370986,-18.815388,-2.168776,0.040482,1.750000,1.750000
789.554038,-72.427108,-18.898139,-2.164696,0.041123,1.750000,1.750000
789.654030,-72.482899,-18.981136,-2.160552,0.041768,1.750000,1.750000
789.754023,-72.538352,-19.064377,-2.156342,0.042418,1.750000,1.750000
789.854016,-72.593459,-19.147865,-2.152066,0.043071,1.750000,1.750000
789.954008,-72.648212,-19.231600,-2.147724,0.043728,1.750000,1.750000
790.054001,-72.702603,-19.315581,-2.143315,0.044389,1.750000,1.750000
790.153994,-72.756625,-19.399809,-2.138840,0.045055,1.750000,1.750000
790.253987,-72.810269,-19.484285,-2.134298,0.045724,1.750000,1.750000
790.353979,-72.863529,-19.569008,-2.129689,0.046397,1.750000,1.750000
790.453972,-72.916396,-19.653980,-2.125012,0.047075,1.750000,1.750000
790.553965,-72.968862,-19.739201,-2.120267,0.047756,1.750000,1.750000
790.653957,-73.020920,-19.824670,-2.115453,0.048441,1.750000,1.750000
790.753950,-73.072561,-19.910389,-2.110571,0.049130,1.750000,1.750000
790.853943,-73.123779,-19.996358,-2.105620,0.049822,1.750000,1.750000
790.953936,-73.174566,-20.082577,-2.100600,0.050519,1.750000,1.750000
791.053928,-73.224912,-20.169047,-2.095510,0.051219,1.750000,1.750000
791.153921,-73.274812,-20.255768,-2.090350,0.051922,1.750000,1.750000
791.253914,-73.324257,-20.342740,-2.085121,0.052629,1.750000,1.750000
791.353906,-73.373239,-20.429964,-2.079820,0.053339,1.750000,1.750000
791.453899,-73.421750,-20.517440,-2.074449,0.054052,1.750000,1.750000
791.553892,-73.469784,-20.605168,-2.069007,0.054768,1.750000,1.750000
791.653885,-73.517331,-20.693150,-2.063494,0.055487,1.750000,1.750000
791.753877,-73.564384,-20.781385,-2.057910,0.056209,1.750000,1.750000
791.853870,-73.610936,-20.869873,-2.052253,0.056933,1.750000,1.750000
791.953863,-73.656978,-20.958615,-2.046525,0.057660,1.750000,1.750000
792.053855,-73.702503,-21.047612,-2.040725,0.058388,1.750000,1.750000
792.153848,-73.747504,-21.136864,-2.034852,0.059118,1.750000,1.750000
792.253841,-73.791971,-21.226371,-2.028907,0.059850,1.750000,1.750000
792.353834,-73.835898,-21.316134,-2.022889,0.060583,1.750000,1.750000
792.453826,-73.879277,-21.406152,-2.016799,0.061318,1.750000,1.750000
792.553819,-73.922100,-21.496427,-2.010635,0.062053,1.750000,1.750000
792.653812,-73.964359,-21.586959,-2.004399,0.062788,1.750000,1.750000
792.753804,-74.006047,-21.677748,-1.998089,0.063524,1.750000,1.750000
792.853797,-74.047155,-21.768794,-1.991707,0.064260,1.750000,1.750000
792.953790,-74.087676,-21.860098,-1.985251,0.064995,1.750000,1.750000
793.053783,-74.127603,-21.951661,-1.978722,0.065729,1.750000,1.750000
793.153775,-74.166926,-22.043482,-1.972120,0.066462,1.750000,1.750000
793.253768,-74.205639,-22.135562,-1.965445,0.067193,1.750000,1.750000
793.353761,-74.243734,-22.227902,-1.958696,0.067922,1.750000,1.750000
793.453753,-74.281191,-22.320469,-1.951923,0.067611,1.750000,1.750000
793.553746,-74.318023,-22.413285,-1.945194,0.067150,1.750000,1.750000
793.653739,-74.354233,-22.506353,-1.938511,0.066689,1.750000,1.750000
793.753732,-74.389825,-22.599665,-1.931874,0.066228,1.750000,1.750000
793.853724,-74.424801,-22.693219,-1.925282,0.065769,1.750000,1.750000
793.953717,-74.459165,-22.787007,-1.918736,0.065312,1.750000,1.750000
794.053710,-74.492920,-22.881026,-1.912234,0.064856,1.750000,1.750000
794.153702,-74.526067,-22.975271,-1.905778,0.064401,1.750000,1.750000
794.253695,-74.558611,-23.069736,-1.899366,0.063949,1.750000,1.750000
794.353688,-74.590554,-23.164416,-1.892998,0.063498,1.750000,1.750000
794.453681,-74.621898,-23.259308,-1.886675,0.063050,1.750000,1.750000
794.553673,-74.652647,-23.354404,-1.880396,0.062604,1.750000,1.750000
794.653666,-74.682804,-23.449702,-1.874160,0.062161,1.750000,1.750000
794.753659,-74.712371,-23.545195,-1.867968,0.061721,1.750000,1.750000
794.853651,-74.741352,-23.640879,-1.861820,0.061283,1.750000,1.750000
794.953644,-74.769748,-23.736748,-1.855714,0.060848,1.750000,1.750000
795.053637,-74.797564,-23.832799,-1.849651,0.060417,1.750000,1.750000
795.153630,-74.824801,-23.929025,-1.843630,0.059988,1.750000,1.750000
795.253622,-74.851463,-24.025422,-1.837652,0.059563,1.750000,1.750000
795.353615,-74.877553,-24.121985,-1.831715,0.059142,1.750000,1.750000
795.453608,-74.903073,-24.218708,-1.825820,0.058724,1.750000,1.750000
795.553600,-74.928027,-24.315588,-1.819966,0.058310,1.750000,1.750000
795.653593,-74.952416,-24.412618,-1.814152,0.057899,1.750000,1.750000
795.753586,-74.976245,-24.509795,-1.808380,0.057493,1.750000,1.750000
795.853579,-74.999516,-24.607112,-1.802647,0.057090,1.750000,1.750000
795.953571,-75.022231,-24.704566,-1.796954,0.056691,1.750000,1.750000
796.053564,-75.044394,-24.802150,-1.791301,0.056297,1.750000,1.750000
796.153557,-75.066008,-24.899861,-1.785687,0.055907,1.750000,1.750000
796.253549,-75.087075,-24.997692,-1.780111,0.055521,1.750000,1.750000
796.353542,-75.107598,-25.095640,-1.774574,0.055139,1.750000,1.750000
796.453535,-75.127580,-25.193699,-1.769075,0.054762,1.750000,1.750000
796.553528,-75.147024,-25.291864,-1.763614,0.054389,1.750000,1.750000
796.653520,-75.165933,-25.390130,-1.758189,0.054021,1.750000,1.750000
796.753513,-75.184310,-25.488493,-1.752802,0.053657,1.750000,1.750000
796.853506,-75.202157,-25.586947,-1.747451,0.053298,1.750000,1.750000
796.953498,-75.219478,-25.685487,-1.742136,0.052944,1.750000,1.750000
797.053491,-75.236274,-25.784109,-1.736857,0.052594,1.750000,1.750000
797.153484,-75.252550,-25.882806,-1.731614,0.052249,1.750000,1.750000
797.253477,-75.268308,-25.981576,-1.726405,0.051909,1.750000,1.750000
797.353469,-75.283551,-26.080411,-1.721231,0.051574,1.750000,1.750000
797.453462,-75.298264,-26.179202,-1.716031,0.052559,1.750000,1.750000
797.553455,-75.312456,-26.278051,-1.710732,0.053571,1.750000,1.750000
797.653447,-75.326116,-26.376958,-1.705333,0.054585,1.750000,1.750000
797.753440,-75.339235,-26.475923,-1.699833,0.055600,1.750000,1.750000
797.853433,-75.351803,-26.574944,-1.694232,0.056618,1.750000,1.750000
797.953426,-75.363809,-26.674019,-1.688531,0.057636,1.750000,1.750000
798.053418,-75.375243,-26.773148,-1.682729,0.058655,1.750000,1.750000
798.153411,-75.386096,-26.872328,-1.676826,0.059675,1.750000,1.750000
798.253404,-75.396357,-26.971559,-1.670822,0.060694,1.750000,1.750000
798.353396,-75.406016,-27.070840,-1.664717,0.061714,1.750000,1.750000
798.453389,-75.415062,-27.170168,-1.658511,0.062732,1.750000,1.750000
798.553382,-75.423486,-27.269543,-1.652204,0.063749,1.750000,1.750000
798.653375,-75.431278,-27.368964,-1.645796,0.064764,1.750000,1.750000
798.753367,-75.438427,-27.468428,-1.639287,0.065776,1.750000,1.750000
798.853360,-75.444924,-27.567935,-1.632677,0.066785,1.750000,1.750000
798.953353,-75.450757,-27.667483,-1.625967,0.067791,1.750000,1.750000
799.053345,-75.455918,-27.767072,-1.619157,0.068792,1.750000,1.750000
799.153338,-75.460396,-27.866699,-1.612247,0.069789,1.750000,1.750000
799.253331,-75.464180,-27.966364,-1.605237,0.070779,1.750000,1.750000
799.353324,-75.467261,-28.066064,-1.598128,0.071764,1.750000,1.750000
799.453316,-75.469629,-28.165799,-1.590920,0.072741,1.750000,1.750000
799.553309,-75.471273,-28.265568,-1.583613,0.073710,1.750000,1.750000
799.653302,-75.472184,-28.365369,-1.576208,0.074670,1.750000,1.750000
799.753294,-75.472350,-28.465200,-1.568706,0.075621,1.750000,1.750000
799.853287,-75.471763,-28.565061,-1.561108,0.076561,1.750000,1.750000
799.953280,-75.470411,-28.664950,-1.553413,0.077490,1.750000,1.750000
800.053273,-75.468286,-28.764866,-1.545623,0.078407,1.750000,1.750000
800.153265,-75.465376,-28.864807,-1.537738,0.079310,1.750000,1.750000
800.253258,-75.461671,-28.964773,-1.529760,0.080199,1.750000,1.750000
800.353251,-75.457162,-29.064761,-1.521689,0.081073,1.750000,1.750000
800.453243,-75.451839,-29.164770,-1.513526,0.081931,1.750000,1.750000
800.553236,-75.445690,-29.264800,-1.505272,0.082772,1.750000,1.750000
800.653229,-75.438706,-29.364849,-1.496930,0.083595,1.750000,1.750000
800.753222,-75.430878,-29.464915,-1.488498,0.084399,1.750000,1.750000
800.853214,-75.422194,-29.564997,-1.479980,0.085183,1.750000,1.750000
800.953207,-75.412645,-29.665094,-1.471377,0.085945,1.750000,1.750000
801.053200,-75.402220,-29.765204,-1.462689,0.086685,1.750000,1.750000
801.153192,-75.390910,-29.865327,-1.453918,0.087402,1.750000,1.750000
801.253185,-75.378704,-29.965461,-1.445066,0.088095,1.750000,1.750000
801.353178,-75.365592,-30.065604,-1.436135,0.088763,1.750000,1.750000
801.453171,-75.351656,-30.165117,-1.427164,0.089816,1.750000,1.749999
801.553163,-75.336811,-30.264574,-1.418076,0.090949,1.750000,1.749999
801.653156,-75.321041,-30.363990,-1.408861,0.092139,1.750000,1.749999
801.753149,-75.304335,-30.463338,-1.399517,0.093387,1.750000,1.749999
801.853141,-75.286682,-30.562593,-1.390037,0.094692,1.750000,1.749999
801.953134,-75.268073,-30.661729,-1.380417,0.096056,1.750000,1.749999
802.053127,-75.248496,-30.760720,-1.370653,0.097478,1.750000,1.749999
802.153120,-75.227940,-30.859541,-1.360740,0.098959,1.750000,1.749999
802.253112,-75.206394,-30.958165,-1.350672,0.100499,1.750000,1.749999
802.353105,-75.183849,-31.056568,-1.340446,0.102098,1.750000,1.749999
802.453098,-75.160293,-31.154724,-1.330057,0.103757,1.750000,1.749999
802.553090,-75.135716,-31.252606,-1.319500,0.105475,1.750000,1.749999
802.653083,-75.110107,-31.350190,-1.308769,0.107254,1.750000,1.749999
802.753076,-75.083455,-31.447449,-1.297861,0.109092,1.750000,1.749999
802.853069,-75.055749,-31.544358,-1.286770,0.110991,1.750000,1.749999
802.953061,-75.026979,-31.640890,-1.275492,0.112949,1.750000,1.749999
803.053054,-74.997135,-31.737022,-1.264022,0.114966,1.750000,1.749999
803.153047,-74.966205,-31.832726,-1.252355,0.117042,1.750000,1.749999
803.253039,-74.934178,-31.927977,-1.240486,0.119177,1.750000,1.749999
803.353032,-74.901045,-32.022749,-1.228412,0.121369,1.750000,1.749999
803.453025,-74.866794,-32.117016,-1.216126,0.123617,1.750000,1.749999
803.553018,-74.831414,-32.210754,-1.203626,0.125921,1.750000,1.749999
803.653010,-74.794895,-32.303936,-1.190906,0.128278,1.750000,1.749999
803.753003,-74.757227,-32.396536,-1.177962,0.130687,1.750000,1.749999
803.852996,-74.718398,-32.488529,-1.164790,0.133145,1.750000,1.749999
803.952988,-74.678398,-32.579889,-1.151387,0.135650,1.750000,1.749999
